EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Phi	Theta	Time
234450	3	1	0	0	3	3.3895	0	0	90	0.340024	
234450	4	1	0	0	4	3.45443	0	0	90	0.34487	
234788	1	1	0	0	4	0	0	0	90	0.317423	
238245	1	1	0	0	4	0.372835	0	0	90	0.319843	
238455	1	1	418.712	0	2	6.0197	0	0	90	0.317111	
238455	2	1	243.288	0	1	6.60558	0	0	90	0.330397	
240702	1	1	662	0	1	1.60484	0	0	90	0.317278	
240839	1	1	0	0	4	5.90301	0	0	90	0.397241	
241769	1	1	252.111	0	2	5.95561	0	0	90	0.317096	
241769	2	1	0	0	4	4.29736	0	0	90	0.330595	
242687	1	1	0	0	4	8.63203	0	0	90	0.317406	
243691	1	1	368.345	0	2	6.46984	0	0	90	0.317025	
243691	2	1	0	0	4	6.45799	0	0	90	0.328805	
244010	1	1	0	0	4	6.78813	0	0	90	0.317455	
245338	1	1	367.703	0	2	8.56934	0	0	90	0.317578	
245338	2	1	123.627	0	2	8.56786	0	0	90	0.32236	
245338	3	1	0	0	4	9.01412	0	0	90	0.323731	
245492	1	1	0	0	4	0	0	0	90	0.317198	
245929	1	1	467.347	0	2	8.09283	0	0	90	0.317044	
245929	2	1	194.653	0	1	8.66846	0	0	90	0.323409	
249528	1	1	0	0	3	4.87549	0	0	90	0.684771	
249528	2	1	0	0	4	5.16862	0	0	90	0.68912	
250158	1	1	0	0	4	8.89598	0	0	90	0.317357	
250897	1	1	200.53	0	2	0.909656	0	0	90	0.317044	
250897	2	1	0	0	4	0	0	0	90	0.347381	
253061	1	1	0	0	3	0.674939	0	0	90	0.586297	
253061	2	1	0	0	4	0	0	0	90	0.587439	
253177	1	1	340.036	0	2	4.3768	0	0	90	0.317197	
253177	2	1	0	0	4	2.88914	0	0	90	0.335973	
253727	1	1	95.2982	0	2	8.43878	0	0	90	0.509489	
253727	2	1	11.7353	0	2	8.64793	0	0	90	0.51867	
253727	3	1	109.808	0	1	8.2967	0	0	90	0.520005	
254649	1	1	0	0	4	0	0	0	90	0.317135	
254896	1	1	0	0	4	0	0	0	90	0.317058	
255257	1	1	0	0	4	0	0	0	90	0.317251	
256066	1	1	0	0	4	0	0	0	90	0.317116	
256184	1	1	0	0	4	0	0	0	90	0.316975	
256638	1	1	196.23	0	1	1.65659	0	0	90	0.407301	
257583	1	1	0	0	4	1.76547	0	0	90	0.317261	
258486	1	1	0	0	4	0	0	0	90	0.317383	
259962	1	1	0	0	4	3.22018	0	0	90	0.31757	
264226	1	1	0	0	4	0	0	0	90	0.316931	
265282	1	1	144.387	0	1	2.98523	0	0	90	0.863801	
265350	1	1	247.033	0	2	8.45722	0	0	90	0.317425	
265350	2	1	414.967	0	1	4.67508	0	0	90	0.32258	
265714	1	1	0	0	4	0	0	0	90	0.317216	
266577	1	1	244.109	0	2	5.30133	0	0	90	0.317	
266577	2	1	0	0	4	2.10273	0	0	90	0.332678	
267608	1	1	0	0	4	2.92814	0	0	90	0.31731	
268180	1	1	0	0	4	6.45232	0	0	90	0.450168	
268574	1	1	0	0	4	0.515805	0	0	90	0.317277	
269184	1	1	0	0	4	3.31411	0	0	90	0.561092	
269291	1	1	337.279	0	2	5.74635	0	0	90	0.317188	
269291	2	1	0	0	4	5.11341	0	0	90	0.33139	
270418	1	1	0	0	4	5.31007	0	0	90	0.317339	
272271	1	1	312.53	0	2	7.09834	0	0	90	0.316931	
272271	2	1	0	0	4	5.46704	0	0	90	0.326612	
272281	1	1	206.873	0	1	5.83591	0	0	90	0.824342	
273454	1	1	5.95361	0	2	2.69235	0	0	90	0.436925	
273454	2	1	0	0	4	0	0	0	90	0.460046	
274238	1	1	0	0	4	0	0	0	90	0.317178	
274748	1	1	0	0	4	5.00779	0	0	90	0.317667	
275897	1	1	0	0	4	0	0	0	90	0.317088	
276371	1	1	0	0	4	8.20226	0	0	90	0.317309	
276572	1	1	0	0	4	0	0	0	90	0.317241	
277672	1	1	0	0	4	6.19601	0	0	90	0.317481	
278792	1	1	0	0	4	0	0	0	90	0.317051	
