EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Time
597	1	1	84.0971	172	2	6	912	3.27298	
597	2	1	0	172	4	1	912	3.27323	
597	3	1	161.926	189	2	1	912	3.48053	
597	4	1	0	189	4	1	912	3.48193	
600	1	1	0	8	4	5	912	3.31737	
600	2	1	439.745	21	2	7	912	3.38108	
600	3	1	0	21	3	7	912	3.38724	
600	4	1	222.255	21	1	6	912	3.38902	
602	1	1	0	63	4	3	912	3.15182	
602	2	1	662	106	1	6	912	3.45634	
603	1	1	0	48	4	1	912	3.25725	
603	2	1	0	50	4	3	912	3.3831	
608	1	1	0	118	4	6	912	3.23389	
608	2	1	0	144	4	2	912	3.36446	
608	3	1	0	121	4	9	912	3.40149	
614	1	1	0	88	4	1	912	3.15352	
618	1	1	0	78	4	10	912	3.52847	
624	1	1	0	61	4	1	912	3.2609	
625	1	1	0	68	4	5	912	3.10508	
625	2	1	0	124	4	10	912	3.5239	
626	1	1	0	70	4	1	912	3.18125	
629	1	1	0	129	4	10	912	3.50852	
632	1	1	0	178	4	10	912	3.49303	
634	1	1	0	46	4	8	912	3.11563	
640	1	1	429.215	48	2	8	912	3.24474	
640	2	1	0	48	4	10	912	3.26445	
642	1	1	0	74	4	2	912	3.4185	
644	1	1	0	22	4	1	912	3.394	
649	1	1	0	25	4	10	912	3.2291	
649	2	1	408.163	24	2	6	912	3.26787	
649	3	1	0	24	4	4	912	3.29188	
649	4	1	253.837	61	1	7	912	3.42048	
650	1	1	0	92	4	9	912	3.11717	
653	1	1	0	155	4	7	912	3.23672	
653	2	1	97.8816	171	2	5	912	3.27298	
653	3	1	0	171	4	5	912	3.28445	
653	4	1	0	185	4	10	912	3.34289	
656	1	1	0	117	4	7	912	3.1761	
656	2	1	0	118	4	1	912	3.23212	
656	3	1	0	145	4	4	912	3.42531	
664	1	1	0	116	4	9	912	3.15535	
664	2	1	0	162	4	10	912	3.49499	
667	1	1	0	118	4	1	912	3.2151	
670	1	1	0	52	4	9	912	3.44855	
671	1	1	0	129	4	10	912	3.50625	
672	1	1	0	117	4	1	912	3.18293	
673	1	1	0	41	4	9	912	3.24652	
678	1	1	438.553	157	2	2	912	3.21686	
678	2	1	0	157	3	7	912	3.24993	
678	3	1	58.6709	157	2	7	912	3.2692	
678	4	1	56.569	157	2	5	912	3.26999	
678	5	1	108.207	157	1	5	912	3.2795	
680	1	1	37.8257	95	2	7	912	3.24131	
680	2	1	0	95	4	7	912	3.26569	
688	1	1	0	188	4	1	912	3.41416	
701	1	1	0	117	4	4	912	3.16902	
701	2	1	0	145	4	4	912	3.42761	
703	1	1	426.495	12	2	7	912	3.14971	
703	2	1	0	12	4	7	912	3.1604	
703	3	1	0	27	4	7	912	3.20275	
713	1	1	410.934	41	2	2	912	3.23601	
713	2	1	0	41	4	2	912	3.23857	
718	1	1	0	70	4	1	912	3.18439	
718	2	1	0	99	4	4	912	3.47491	
720	1	1	0	172	4	3	912	3.2743	
720	2	1	192.269	185	2	3	912	3.3352	
720	3	1	0	185	4	2	912	3.351	
720	4	1	469.731	147	1	6	912	3.62281	
722	1	1	0	45	4	1	912	3.11741	
729	1	1	0	106	4	10	912	3.46765	
730	1	1	0	79	4	10	912	3.51871	
732	1	1	0	118	4	9	912	3.22871	
732	2	1	0	144	4	6	912	3.34488	
732	3	1	0	121	4	9	912	3.4145	
737	1	1	0	81	4	1	912	3.49734	
740	1	1	0	15	4	5	912	3.16637	
745	1	1	468.102	129	2	7	912	3.51035	
745	2	1	193.898	129	1	5	912	3.53839	
750	1	1	0	41	4	5	912	3.2294	
751	1	1	0	138	4	1	912	3.17096	
751	2	1	0	180	4	10	912	3.4988	
759	1	1	134.721	48	2	2	912	3.25137	
759	2	1	0	48	4	3	912	3.27009	
760	1	1	477.253	124	2	4	912	3.52217	
760	2	1	184.747	124	1	3	912	3.5316	
762	1	1	129.396	155	2	5	912	3.21772	
762	2	1	0	155	4	1	912	3.22939	
763	1	1	0	118	4	7	912	3.2119	
763	2	1	0	144	4	4	912	3.34219	
763	3	1	662	121	1	8	912	3.40938	
769	1	1	0	27	4	1	912	3.14135	
770	1	1	0	25	4	1	912	3.22013	
773	1	1	332.926	91	2	2	912	3.0939	
773	2	1	0	91	3	2	912	3.12097	
773	3	1	0	91	4	3	912	3.13432	
778	1	1	0	182	4	3	912	3.45268	
780	1	1	0	110	4	1	912	3.24842	
780	2	1	0	132	4	1	912	3.40693	
781	1	1	0	65	4	2	912	3.09529	
793	1	1	0	60	4	5	912	3.30474	
795	1	1	0	48	4	1	912	3.24703	
800	1	1	0	18	4	10	912	3.33756	
805	1	1	0	18	3	3	912	3.33684	
805	2	1	0	18	4	3	912	3.34633	
806	1	1	0	104	4	10	912	3.54804	
812	1	1	0	79	4	10	912	3.53957	
820	1	1	0	70	4	1	912	3.18467	
830	1	1	0	124	4	10	912	3.54078	
834	1	1	0	3	4	9	912	3.21118	
834	2	1	0	8	4	2	912	3.31669	
834	3	1	138.9	21	2	6	912	3.37734	
834	4	1	0	21	4	5	912	3.4055	
834	5	1	0	37	4	3	912	3.44423	
840	1	1	0	61	4	7	912	3.26076	
840	2	1	0	60	4	5	912	3.30918	
841	1	1	0	8	4	10	912	3.31789	
843	1	1	0	27	4	1	912	3.14151	
849	1	1	0	63	4	1	912	3.15111	
849	2	1	0	106	4	5	912	3.4671	
861	1	1	0	24	4	7	912	3.26569	
861	2	1	0	23	4	7	912	3.32417	
863	1	1	662	182	1	5	912	3.44047	
865	1	1	375.739	138	2	5	912	3.16589	
865	2	1	0	138	4	10	912	3.16664	
